id,Attrition
1,0.09307541152834892
2,0.08700081719458103
3,0.11669221261143684
4,0.1478550890982151
5,0.06747244426608086
6,0.1240221067070961
7,0.5059464874267579
8,0.25773555266857145
9,0.12444176036119461
10,0.17197040581703185
11,0.04609914295375347
12,0.2806145674586296
13,0.05724498800933361
14,0.04546709430217743
15,0.03994289699196815
16,0.14369695031642915
17,0.48943908035755157
18,0.16268491055071352
19,0.1433673326075077
20,0.0319338890761137
21,0.06907974541187287
22,0.8186543040275573
23,0.1095805649459362
24,0.08485717597603798
25,0.18353783452510833
26,0.019007576197385787
27,0.060097878649830815
28,0.08770767684280872
29,0.9801135308742522
30,0.1158078309893608
31,0.03451213293895125
32,0.13023114174604417
33,0.22320530489087104
34,0.35011685121059416
35,0.05772317673265934
36,0.07619717501103877
37,0.1657896417081356
38,0.15483245423436165
39,0.26243293154239655
40,0.25013185304403307
41,0.9185557844638824
42,0.25231019347906114
43,0.04174521038308739
44,0.10469292747974396
45,0.04580045104026794
46,0.108819344997406
47,0.2281450107395649
48,0.23271889466047285
49,0.05182513558119535
50,0.17078994154930113
51,0.44425111573934556
52,0.18743400588631629
53,0.29384919625520706
54,0.5687941507101059
55,0.2518129938840866
56,0.26424544531106947
57,0.06990210470929742
58,0.8322388908863068
59,0.011303818102926015
60,0.18267985904216766
61,0.060825533300638196
62,0.07104975299537182
63,0.47471754908561703
64,0.026791225936263798
65,0.1320669857263565
66,0.10857451705634594
67,0.06901461923867463
68,0.1253182161450386
69,0.153786424100399
70,0.15720057529211046
71,0.2117070634365082
72,0.08865467658638954
73,0.16373218765854836
74,0.2064836004972458
75,0.33336554980278016
76,0.603366641998291
77,0.15041428029537202
78,0.14391958612203598
79,0.06329508784413337
80,0.5088201316595078
81,0.10599162399768829
82,0.4362902224063873
83,0.21703792232275007
84,0.02887759944796562
85,0.3092326970100403
86,0.08290177088230848
87,0.2050603966116905
88,0.12223900294303894
89,0.18170397970080374
90,0.44082008469104766
91,0.45815091419219967
92,0.06574658733606338
93,0.36044833332300186
94,0.2107181670665741
95,0.8835156741142273
96,0.45736121582984923
97,0.2835927301645279
98,0.11841225665807724
99,0.09513339556753635
100,0.030482947178184984
101,0.2359795518517494
102,0.09540397253260016
103,0.0882298772931099
104,0.3018696167469025
105,0.3065676250457764
106,0.21013220441341401
107,0.0785817549675703
108,0.1894917290210724
109,0.08799003779888152
110,0.06856810314953327
111,0.11103492042422294
112,0.23664033567905426
113,0.1396381172835827
114,0.06999215149506927
115,0.21079798585176468
116,0.033513899028301236
117,0.04830623288452625
118,0.0519138345271349
119,0.13198868599534036
120,0.11780608186125754
121,0.5175768749713898
122,0.21359533298015593
123,0.08307896310091019
124,0.3853204514980316
125,0.38186132001876827
126,0.04848414948955178
127,0.06767210607230663
128,0.33493398427963256
129,0.7869408545494079
130,0.1922482359409332
131,0.2417835977077484
132,0.03210910739004612
133,0.14069569438695906
134,0.22916984498500823
135,0.1524622875750065
136,0.16813852006196975
137,0.9600528106689453
138,0.07838047495484352
139,0.4674248683452606
140,0.02978395060356706
141,0.3325167959928512
142,0.2563695928752422
143,0.11790264010429383
144,0.06677703572809696
145,0.06477353592216968
146,0.41241369664669036
147,0.10049319265782833
148,0.781353009223938
149,0.222147844851017
150,0.48584558022022245
151,0.3495725412964821
152,0.3618506414890289
153,0.08542760661244392
154,0.8342833395004272
155,0.09324700427055359
156,0.06190674436092376
157,0.09778246998786926
158,0.1104272168278694
159,0.08099977943301201
160,0.06844853322207928
161,0.684692884683609
162,0.24964135825634
163,0.027134138908237217
164,0.054583009216934444
165,0.12343446737527847
166,0.4922792438268661
167,0.5124572467803955
168,0.22057413107156754
169,0.005601557437330484
170,0.08014793707430362
171,0.11982994568347931
172,0.05083742235600948
173,0.12595146578550337
174,0.45617335414886473
175,0.047155671820044515
176,0.19804763376712797
177,0.12851382188498972
178,0.16991513550281523
179,0.12566198220849037
180,0.682366581439972
181,0.6271067881584167
182,0.3906438075304031
183,0.8093920495510101
184,0.13045934027433395
185,0.8172693092823029
186,0.30408182895183566
187,0.06173349156975746
188,0.10474174082279206
189,0.15228415235877035
190,0.12941940757632256
191,0.23805433380603788
192,0.18199693739414213
193,0.049202563524246214
194,0.48452689552307127
195,0.6389726963043213
196,0.45306059598922727
197,0.16364145994186402
198,0.472731014251709
199,0.09411284455657005
200,0.09081975899636745
201,0.5169216418266296
202,0.37146627140045163
203,0.4264314155578613
204,0.11377733457088471
205,0.21341377294063568
206,0.11349053607881068
207,0.7386491394042969
208,0.25467573046684266
209,0.15822773110866545
210,0.40449458873271943
211,0.6690490021705627
212,0.19517106747627258
213,0.2209521028995514
214,0.34351690411567687
215,0.6462271201610565
216,0.8555501072406768
217,0.6921786108016967
218,0.1383261042833328
219,0.20461911863088608
220,0.12166109751164914
221,0.29349726021289824
222,0.22956001269817353
223,0.12280684077739715
224,0.3404468433856964
225,0.2224218952655792
226,0.07831597757339477
227,0.20718567830324172
228,0.10055228106677531
229,0.07561723901331424
230,0.116204340711236
231,0.6574821517467498
232,0.24680712473392485
233,0.13964893567562103
234,0.40507697439193724
235,0.03332255321741104
236,0.14911424610018728
237,0.16428594934940338
238,0.049379731379449364
239,0.6946894912719727
240,0.07699312254786492
241,0.10757670292258262
242,0.12363563519716263
243,0.5286180031299591
244,0.6482146456241608
245,0.07834350144863128
246,0.03880536494776606
247,0.6824713060855865
248,0.1084430296421051
249,0.024454290097579358
250,0.09899701076745987
251,0.03209929289668798
252,0.006479643750935793
253,0.04832910290732979
254,0.11506151220202446
255,0.08670386312901973
256,0.7625684223175049
257,0.10573565328121184
258,0.21918197661638258
259,0.1546208183467388
260,0.5789398787021637
261,0.06083126981556415
262,0.11429808187484741
263,0.3522557021379471
264,0.6778320679664611
265,0.5546053813695908
266,0.2160801345705986
267,0.048375173106789585
268,0.0717480153888464
269,0.5647068722248078
270,0.11736943829059601
271,0.06585561540722847
272,0.2758592630624771
273,1.0046081461906433
274,0.419135138630867
275,0.6345373947620392
276,0.16557619962096212
277,0.16732134038209914
278,0.2632813550829887
279,0.10997298774123192
280,0.14301637730002403
281,0.4675531892776489
282,0.383155216217041
283,0.2235907310247421
284,0.18420662155747414
285,0.4648161525726318
286,0.6880591266155243
287,0.13901141771674155
288,0.21153662222623823
289,0.10891136497259139
290,0.2677667851448059
291,0.554388333082199
292,0.13405868309736252
293,0.1751564543247223
294,0.1649463014602661
295,0.11709250766038895
296,0.18218823993206024
297,0.0712369113638997
298,0.15840783670544623
299,0.7143893890380859
300,0.21492961275577543
301,0.10340457165241242
302,0.04432037457823753
303,0.14184524977207183
304,0.8931415503025055
305,0.06741982568800449
306,0.04278747210279107
307,0.3997089161872864
308,0.09195071916282177
309,0.09842351651191711
310,0.046232919991016384
311,0.09077446448802948
312,0.35133874499797824
313,0.2928176552057266
314,0.22096848887205123
315,0.20353152400255203
316,0.32688056230545043
317,0.7096849761009216
318,0.2669408904314041
319,0.03993594094365835
320,0.2913672925233841
321,0.19010093390941618
322,0.26907889199256896
323,0.07267874048650265
324,0.10329489501565695
325,0.8610418307781219
326,0.112063505705446
327,0.7442165999412537
328,0.38089194631576534
329,0.28965856218338015
330,0.4724148613214493
331,0.20986654391884804
332,0.2631574012041092
333,0.06405164802074433
334,0.10573354455083608
335,0.163712267100811
336,0.08595406864583492
337,0.3516118357181549
338,0.1533077512383461
339,0.1411174582839012
340,0.5315293941497803
341,0.11366410179436207
342,0.7191007573604584
343,0.03417776273936033
344,0.5605759296417236
345,0.1941352795958519
346,0.22747148084640503
347,0.24343003875017166
348,0.11792793768644333
349,0.06132805962860584
350,0.32575830471515654
351,0.018290322057902812
352,0.05679496219754219
353,0.38748030591011046
354,0.13116143012046813
355,0.032362166360020636
356,0.4728889439105987
357,0.5708994221687317
358,0.09061908176541328
359,0.11976546835899353
360,0.4932038822174072
361,0.05857810878753662
362,0.07206497612595558
363,0.05156696923822164
364,0.2888887937068939
365,0.7844728298187256
366,0.11021744358539581
367,0.2470336869955063
368,0.18478808063268662
369,0.20266978168487548
370,0.5256243925094604
371,0.11698006364703178
372,0.1358495101556182
373,0.0505534278601408
374,0.7561356620788573
375,0.3934339030981064
376,0.1631382050216198
377,0.38099179542064665
378,0.30747445225715636
379,0.6356761174201966
380,0.027007325835525987
381,0.5132151993513108
382,0.20093354380130768
383,0.1005924586057663
384,0.03505966582894325
385,0.5165815206766129
386,0.42434480810165404
387,0.6567198388576507
388,0.749764687538147
389,0.32742955088615416
390,0.45390477514266964
391,0.039912944726645944
392,0.03669945613015443
393,0.464278787612915
394,0.12966188085079194
395,0.025525826312601564
396,0.2280033217668533
397,0.7037345798015595
398,0.04758108370751142
399,0.07730498833581805
400,0.13365042766928673
401,0.1195023059695959
402,0.07477478140965103
403,0.18493531069159508
404,0.3963200479745865
405,0.41962677681446076
406,0.05938792586326599
407,0.07074152598530054
408,0.5234044494628907
409,0.18488474130630492
410,0.13422690230607986
411,0.10391714766621589
412,0.06529724884033203
413,0.16453988361358643
414,0.1267901684641838
415,0.16980905184149742
416,0.014783944718539714
417,0.896405472278595
418,0.30281587803363796
419,0.07855980276316404
420,0.06908474403619766
421,0.45285559999942776
422,0.5079584237337113
423,0.10829766967892647
424,0.19719408249855042
425,0.18138590854406356
426,0.04829184137284755
427,0.1577446992099285
428,0.07503227716684341
429,0.12440942785143852
430,0.2284141169786453
431,0.12724465847015382
432,0.04142453220486641
433,0.10342007616162299
434,0.07113736695051193
435,0.19073729902505873
436,0.054386359058320524
437,0.17687874615192412
438,0.07178955889493227
439,0.11437696847319603
440,0.021117933094501495
441,0.18907302343845367
442,0.2819611580371857
443,0.14214907556772233
444,0.03369977657869458
445,0.3635854736566544
446,0.04308728830516338
447,0.06882787108421326
448,0.3606549211740494
449,0.032120066978037355
450,0.16454958713054657
451,0.08076265954971314
452,0.2142282555103302
453,0.8763694603443146
454,0.22027579706907272
455,0.1231144425868988
456,0.051795768618583676
457,0.662266373872757
458,0.4294594184756279
459,0.5639145078659058
460,0.19581430131196975
461,0.04169982212781906
462,0.0948627148270607
463,0.511654905796051
464,0.4200755579471588
465,0.6604463219642639
466,0.4529745396375656
467,0.9749616601467133
468,0.42072540473937986
469,0.07512938918173313
470,0.12855237090587615
